Headline,Price,Date,Stock Direction
Elon Musk’s Neuralink Set to ‘Show and Tell’ Latest Brain-Computer Advances at Event ,183.35,11/30/2022 10:11,1
Former top official at Twitter speaks out after working with Musk  ,182.32,11/30/2022 10:16,-1
Elon Musk's $50 billion trial comes to an end  ,182.32,11/30/2022 10:16,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.32,11/30/2022 10:16,-1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.32,11/30/2022 10:16,-1
Housing Market Decline: Home Prices Continued Three-Month Decrease In September ,182.32,11/30/2022 10:16,-1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.32,11/30/2022 10:16,-1
Elon Musk’s Neuralink Set to ‘Show and Tell’ Latest Brain-Computer Advances at Event ,182.32,11/30/2022 10:16,-1
Former top official at Twitter speaks out after working with Musk  ,182.34,11/30/2022 10:21,1
Elon Musk's $50 billion trial comes to an end  ,182.34,11/30/2022 10:21,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.34,11/30/2022 10:21,1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.34,11/30/2022 10:21,1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.34,11/30/2022 10:21,1
Elon Musk’s Neuralink Set to ‘Show and Tell’ Latest Brain-Computer Advances at Event ,182.34,11/30/2022 10:21,1
Former top official at Twitter speaks out after working with Musk  ,182.08,11/30/2022 10:26,-1
Elon Musk's $50 billion trial comes to an end  ,182.08,11/30/2022 10:26,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.08,11/30/2022 10:26,-1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.08,11/30/2022 10:26,-1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.08,11/30/2022 10:26,-1
Elon Musk’s Neuralink Set to ‘Show and Tell’ Latest Brain-Computer Advances at Event ,182.08,11/30/2022 10:26,-1
Former top official at Twitter speaks out after working with Musk  ,182.35,11/30/2022 10:30,1
Elon Musk's $50 billion trial comes to an end  ,182.35,11/30/2022 10:30,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.35,11/30/2022 10:30,1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.35,11/30/2022 10:30,1
Housing Market Decline: Home Prices Continued Three-Month Decrease In September ,182.35,11/30/2022 10:30,1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.35,11/30/2022 10:30,1
Former top official at Twitter speaks out after working with Musk  ,182.66,11/30/2022 10:35,1
Elon Musk's $50 billion trial comes to an end  ,182.66,11/30/2022 10:35,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.66,11/30/2022 10:35,1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.66,11/30/2022 10:35,1
Housing Market Decline: Home Prices Continued Three-Month Decrease In September ,182.66,11/30/2022 10:35,1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.66,11/30/2022 10:35,1
Former top official at Twitter speaks out after working with Musk  ,182.7,11/30/2022 10:40,1
Elon Musk's $50 billion trial comes to an end  ,182.7,11/30/2022 10:40,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.7,11/30/2022 10:40,1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.7,11/30/2022 10:40,1
Housing Market Decline: Home Prices Continued Three-Month Decrease In September ,182.7,11/30/2022 10:40,1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.7,11/30/2022 10:40,1
Former top official at Twitter speaks out after working with Musk  ,182.35,11/30/2022 10:45,-1
Elon Musk's $50 billion trial comes to an end  ,182.35,11/30/2022 10:45,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.35,11/30/2022 10:45,-1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.35,11/30/2022 10:45,-1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.35,11/30/2022 10:45,-1
Former top official at Twitter speaks out after working with Musk  ,182.99,11/30/2022 10:51,1
Elon Musk's $50 billion trial comes to an end  ,182.99,11/30/2022 10:51,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.99,11/30/2022 10:51,1
U.S.-Backed Researchers Use AI to Probe for Weaknesses in Drug Supply Chains ,182.99,11/30/2022 10:51,1
Former top official at Twitter speaks out after working with Musk  ,182.87,11/30/2022 10:56,-1
Elon Musk's $50 billion trial comes to an end  ,182.87,11/30/2022 10:56,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.87,11/30/2022 10:56,-1
Former top official at Twitter speaks out after working with Musk  ,182.63,11/30/2022 11:00,-1
Elon Musk's $50 billion trial comes to an end  ,182.63,11/30/2022 11:00,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.63,11/30/2022 11:00,-1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,182.63,11/30/2022 11:00,-1
Former top official at Twitter speaks out after working with Musk  ,181.98,11/30/2022 11:05,-1
Elon Musk's $50 billion trial comes to an end  ,181.98,11/30/2022 11:05,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.98,11/30/2022 11:05,-1
DeSantis Attacks Apple For Allegedly Threatening To Remove Musk-Run Twitter From App Store—Joining Other Republicans ,181.98,11/30/2022 11:05,-1
Former top official at Twitter speaks out after working with Musk  ,181.58,11/30/2022 11:10,-1
Elon Musk's $50 billion trial comes to an end  ,181.58,11/30/2022 11:10,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.58,11/30/2022 11:10,-1
Former top official at Twitter speaks out after working with Musk  ,181.55,11/30/2022 11:15,-1
Elon Musk's $50 billion trial comes to an end  ,181.55,11/30/2022 11:15,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.55,11/30/2022 11:15,-1
Former top official at Twitter speaks out after working with Musk  ,180.95,11/30/2022 11:20,-1
Elon Musk's $50 billion trial comes to an end  ,180.95,11/30/2022 11:20,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,180.95,11/30/2022 11:20,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,180.95,11/30/2022 11:20,-1
Former top official at Twitter speaks out after working with Musk  ,180.95,11/30/2022 11:25,-1
Elon Musk's $50 billion trial comes to an end  ,180.95,11/30/2022 11:25,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,180.95,11/30/2022 11:25,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,180.95,11/30/2022 11:25,-1
Former top official at Twitter speaks out after working with Musk  ,181.22,11/30/2022 11:30,1
Elon Musk's $50 billion trial comes to an end  ,181.22,11/30/2022 11:30,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.22,11/30/2022 11:30,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,181.22,11/30/2022 11:30,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,181.22,11/30/2022 11:30,1
Former top official at Twitter speaks out after working with Musk  ,181.4,11/30/2022 11:35,1
Elon Musk's $50 billion trial comes to an end  ,181.4,11/30/2022 11:35,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.4,11/30/2022 11:35,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,181.4,11/30/2022 11:35,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,181.4,11/30/2022 11:35,1
Former top official at Twitter speaks out after working with Musk  ,181.32,11/30/2022 11:40,-1
Elon Musk's $50 billion trial comes to an end  ,181.32,11/30/2022 11:40,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.32,11/30/2022 11:40,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,181.32,11/30/2022 11:40,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,181.32,11/30/2022 11:40,-1
Former top official at Twitter speaks out after working with Musk  ,181.77,11/30/2022 11:45,1
Elon Musk's $50 billion trial comes to an end  ,181.77,11/30/2022 11:45,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.77,11/30/2022 11:45,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,181.77,11/30/2022 11:45,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,181.77,11/30/2022 11:45,1
Former top official at Twitter speaks out after working with Musk  ,182.13,11/30/2022 11:50,1
Elon Musk's $50 billion trial comes to an end  ,182.13,11/30/2022 11:50,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.13,11/30/2022 11:50,1
Meghan Markle Faced ‘Disgusting And Very Real’ Threats From The Far Right Former Counterterrorism Official Says ,182.13,11/30/2022 11:50,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,182.13,11/30/2022 11:50,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,182.13,11/30/2022 11:50,1
Former top official at Twitter speaks out after working with Musk  ,182.05,11/30/2022 11:55,-1
Elon Musk's $50 billion trial comes to an end  ,182.05,11/30/2022 11:55,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.05,11/30/2022 11:55,-1
Walmart Shooting Survivor Sues Company For $50 Million—Claiming It Knew Alleged Gunman Was Dangerous ,182.05,11/30/2022 11:55,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,182.05,11/30/2022 11:55,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,182.05,11/30/2022 11:55,-1
Former top official at Twitter speaks out after working with Musk  ,181.79,11/30/2022 11:59,-1
Elon Musk's $50 billion trial comes to an end  ,181.79,11/30/2022 11:59,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,181.79,11/30/2022 11:59,-1
Walmart Shooting Survivor Sues Company For $50 Million—Claiming It Knew Alleged Gunman Was Dangerous ,181.79,11/30/2022 11:59,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,181.79,11/30/2022 11:59,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,181.79,11/30/2022 11:59,-1
Former top official at Twitter speaks out after working with Musk  ,182.38,11/30/2022 12:12,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.38,11/30/2022 12:12,1
Walmart Shooting Survivor Sues Company For $50 Million—Claiming It Knew Alleged Gunman Was Dangerous ,182.38,11/30/2022 12:12,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,182.38,11/30/2022 12:12,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,182.38,11/30/2022 12:12,1
Former top official at Twitter speaks out after working with Musk  ,182.6,11/30/2022 12:17,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.6,11/30/2022 12:17,1
Walmart Shooting Survivor Sues Company For $50 Million—Claiming It Knew Alleged Gunman Was Dangerous ,182.6,11/30/2022 12:17,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,182.6,11/30/2022 12:17,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,182.6,11/30/2022 12:17,1
Former top official at Twitter speaks out after working with Musk  ,182.41,11/30/2022 12:22,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.41,11/30/2022 12:22,-1
Walmart Shooting Survivor Sues Company For $50 Million—Claiming It Knew Alleged Gunman Was Dangerous ,182.41,11/30/2022 12:22,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,182.41,11/30/2022 12:22,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,182.41,11/30/2022 12:22,-1
Former top official at Twitter speaks out after working with Musk  ,182.68,11/30/2022 12:27,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,182.68,11/30/2022 12:27,1
Walmart Shooting Survivor Sues Company For $50 Million—Claiming It Knew Alleged Gunman Was Dangerous ,182.68,11/30/2022 12:27,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,182.68,11/30/2022 12:27,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,182.68,11/30/2022 12:27,1
Former top official at Twitter speaks out after working with Musk  ,183.97,11/30/2022 12:31,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,183.97,11/30/2022 12:31,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,183.97,11/30/2022 12:31,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,183.97,11/30/2022 12:31,1
Former top official at Twitter speaks out after working with Musk  ,183.59,11/30/2022 12:36,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,183.59,11/30/2022 12:36,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,183.59,11/30/2022 12:36,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,183.59,11/30/2022 12:36,-1
Former top official at Twitter speaks out after working with Musk  ,185.23,11/30/2022 12:41,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,185.23,11/30/2022 12:41,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,185.23,11/30/2022 12:41,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,185.23,11/30/2022 12:41,1
Former top official at Twitter speaks out after working with Musk  ,184.49,11/30/2022 12:46,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,184.49,11/30/2022 12:46,-1
EU Official Warns Musk Changes Needed at Twitter  ,184.49,11/30/2022 12:46,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,184.49,11/30/2022 12:46,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,184.49,11/30/2022 12:46,-1
Former top official at Twitter speaks out after working with Musk  ,187.2,11/30/2022 13:01,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,187.2,11/30/2022 13:01,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,187.2,11/30/2022 13:01,1
EU Official Warns Musk Changes Needed at Twitter  ,187.2,11/30/2022 13:01,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,187.2,11/30/2022 13:01,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,187.2,11/30/2022 13:01,1
Former top official at Twitter speaks out after working with Musk  ,188,11/30/2022 13:05,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,188,11/30/2022 13:05,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,188,11/30/2022 13:05,1
EU Official Warns Musk Changes Needed at Twitter  ,188,11/30/2022 13:05,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,188,11/30/2022 13:05,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,188,11/30/2022 13:05,1
Former top official at Twitter speaks out after working with Musk  ,188.34,11/30/2022 13:10,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,188.34,11/30/2022 13:10,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,188.34,11/30/2022 13:10,1
EU Official Warns Musk Changes Needed at Twitter  ,188.34,11/30/2022 13:10,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,188.34,11/30/2022 13:10,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,188.34,11/30/2022 13:10,1
Former top official at Twitter speaks out after working with Musk  ,188.62,11/30/2022 13:15,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,188.62,11/30/2022 13:15,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,188.62,11/30/2022 13:15,1
EU Official Warns Musk Changes Needed at Twitter  ,188.62,11/30/2022 13:15,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,188.62,11/30/2022 13:15,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,188.62,11/30/2022 13:15,1
Former top official at Twitter speaks out after working with Musk  ,189.9,11/30/2022 13:20,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,189.9,11/30/2022 13:20,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,189.9,11/30/2022 13:20,1
EU Official Warns Musk Changes Needed at Twitter  ,189.9,11/30/2022 13:20,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,189.9,11/30/2022 13:20,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,189.9,11/30/2022 13:20,1
Former top official at Twitter speaks out after working with Musk  ,190,11/30/2022 13:25,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190,11/30/2022 13:25,1
EU Official Warns Musk Changes Needed at Twitter  ,190,11/30/2022 13:25,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190,11/30/2022 13:25,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,190,11/30/2022 13:25,1
Former top official at Twitter speaks out after working with Musk  ,189.83,11/30/2022 13:30,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,189.83,11/30/2022 13:30,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,189.83,11/30/2022 13:30,-1
EU Official Warns Musk Changes Needed at Twitter  ,189.83,11/30/2022 13:30,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,189.83,11/30/2022 13:30,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,189.83,11/30/2022 13:30,-1
Former top official at Twitter speaks out after working with Musk  ,189.31,11/30/2022 13:35,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,189.31,11/30/2022 13:35,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,189.31,11/30/2022 13:35,-1
EU Official Warns Musk Changes Needed at Twitter  ,189.31,11/30/2022 13:35,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,189.31,11/30/2022 13:35,-1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,189.31,11/30/2022 13:35,-1
Former top official at Twitter speaks out after working with Musk  ,189.35,11/30/2022 13:39,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,189.35,11/30/2022 13:39,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,189.35,11/30/2022 13:39,1
EU Official Warns Musk Changes Needed at Twitter  ,189.35,11/30/2022 13:39,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,189.35,11/30/2022 13:39,1
Home Court Advantage: Four Properties With Tricked-Out Sports Spaces ,189.35,11/30/2022 13:39,1
Former top official at Twitter speaks out after working with Musk  ,188.34,11/30/2022 13:44,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,188.34,11/30/2022 13:44,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,188.34,11/30/2022 13:44,-1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,188.34,11/30/2022 13:44,-1
EU Official Warns Musk Changes Needed at Twitter  ,188.34,11/30/2022 13:44,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,188.34,11/30/2022 13:44,-1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,188.34,11/30/2022 13:44,-1
Former top official at Twitter speaks out after working with Musk  ,188.09,11/30/2022 13:49,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,188.09,11/30/2022 13:49,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,188.09,11/30/2022 13:49,-1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,188.09,11/30/2022 13:49,-1
EU Official Warns Musk Changes Needed at Twitter  ,188.09,11/30/2022 13:49,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,188.09,11/30/2022 13:49,-1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,188.09,11/30/2022 13:49,-1
Former top official at Twitter speaks out after working with Musk  ,188.9,11/30/2022 13:54,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,188.9,11/30/2022 13:54,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,188.9,11/30/2022 13:54,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,188.9,11/30/2022 13:54,1
EU Official Warns Musk Changes Needed at Twitter  ,188.9,11/30/2022 13:54,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,188.9,11/30/2022 13:54,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,188.9,11/30/2022 13:54,1
Former top official at Twitter speaks out after working with Musk  ,188.65,11/30/2022 13:59,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,188.65,11/30/2022 13:59,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,188.65,11/30/2022 13:59,-1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,188.65,11/30/2022 13:59,-1
EU Official Warns Musk Changes Needed at Twitter  ,188.65,11/30/2022 13:59,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,188.65,11/30/2022 13:59,-1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,188.65,11/30/2022 13:59,-1
Former top official at Twitter speaks out after working with Musk  ,189.09,11/30/2022 14:03,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,189.09,11/30/2022 14:03,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,189.09,11/30/2022 14:03,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,189.09,11/30/2022 14:03,1
EU Official Warns Musk Changes Needed at Twitter  ,189.09,11/30/2022 14:03,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,189.09,11/30/2022 14:03,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,189.09,11/30/2022 14:03,1
Former top official at Twitter speaks out after working with Musk  ,189.15,11/30/2022 14:08,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,189.15,11/30/2022 14:08,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,189.15,11/30/2022 14:08,1
EU Official Warns Musk Changes Needed at Twitter  ,189.15,11/30/2022 14:08,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,189.15,11/30/2022 14:08,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,189.15,11/30/2022 14:08,1
Former top official at Twitter speaks out after working with Musk  ,189.26,11/30/2022 14:13,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,189.26,11/30/2022 14:13,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,189.26,11/30/2022 14:13,1
EU Official Says Changes Are Needed at Twitter  ,189.26,11/30/2022 14:13,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,189.26,11/30/2022 14:13,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,189.26,11/30/2022 14:13,1
Former top official at Twitter speaks out after working with Musk  ,190.23,11/30/2022 14:18,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,190.23,11/30/2022 14:18,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190.23,11/30/2022 14:18,1
EU Official Says Changes Are Needed at Twitter  ,190.23,11/30/2022 14:18,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190.23,11/30/2022 14:18,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,190.23,11/30/2022 14:18,1
Former top official at Twitter speaks out after working with Musk  ,190,11/30/2022 14:23,-1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,190,11/30/2022 14:23,-1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190,11/30/2022 14:23,-1
EU Official Says Changes Are Needed at Twitter  ,190,11/30/2022 14:23,-1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190,11/30/2022 14:23,-1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,190,11/30/2022 14:23,-1
Former top official at Twitter speaks out after working with Musk  ,190.42,11/30/2022 14:27,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,190.42,11/30/2022 14:27,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190.42,11/30/2022 14:27,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,190.42,11/30/2022 14:27,1
EU Official Says Changes Are Needed at Twitter  ,190.42,11/30/2022 14:27,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190.42,11/30/2022 14:27,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,190.42,11/30/2022 14:27,1
Former top official at Twitter speaks out after working with Musk  ,190.51,11/30/2022 14:32,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,190.51,11/30/2022 14:32,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190.51,11/30/2022 14:32,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,190.51,11/30/2022 14:32,1
EU Official Says Changes Are Needed at Twitter  ,190.51,11/30/2022 14:32,1
Twitter Becomes Stage for China Protests Despite Ban by Beijing ,190.51,11/30/2022 14:32,1
Home Court Advantage: Properties With Tricked-Out Sports Spaces ,190.51,11/30/2022 14:32,1
Former top official at Twitter speaks out after working with Musk  ,190.62,11/30/2022 14:37,1
EU Threatens Twitter Ban Unless Musk Ramps Up Moderation Tactics Report Says ,190.62,11/30/2022 14:37,1
Twitter Blue Launch Reportedly Delayed—Again—As Musk Takes Issue With Apple Store Fees ,190.62,11/30/2022 14:37,1
Oath Keepers Trial: Founder Stewart Rhodes Found Guilty Of Seditious Conspiracy—In A First Since 1995 ,190.62,11/30/2022 14:37,1
EU Official Says Changes Are Needed at Twitter  ,190.62,11/30/2022 14:37,1
